book_id,goodreads_book_id,title,authors,original_publication_year,tags
143,18143977,All the Light We Cannot See,Anthony Doerr,2014.0,to-read favorites currently-reading young-adult fiction books-i-own owned favourites owned-books all-time-favorites my-books i-own audiobook 5-stars favorite-books novels favorite audiobooks my-library english read-in-2016 own-it library audio novel read-in-2015 kindle to-buy read-in-2014 ebook contemporary coming-of-age read-in-2017 on-my-shelf audio-books finished read-2016 read-2015 adult book-club adult-fiction literature abandoned wish-list audible ebooks audio-book must-read unfinished recommended did-not-finish to-read-fiction dnf on-hold history historical didn-t-finish europe war tbr general-fiction historical-fiction pulitzer pulitzer-prize pulitzer-prize-winners literary-fiction bookclub contemporary-fiction france literary couldn-t-finish drama family germany wwii book-club-books book-group fiction-historical stand-alone book-club-reads world-war-ii ww2 world-war-2 holocaust want-to-read paris maybe library-books read-2014 2016-reads 2015-reading-challenge 2016-reading-challenge tbr-pile 2015-reads 2015-books world-war-ll 2015-read books-read-in-2015 2016-books blindness
144,8664353,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,2010.0,to-read favorites currently-reading fiction books-i-own owned favourites owned-books adventure all-time-favorites default my-books audiobook 5-stars favorite-books favorite audiobooks my-library read-in-2016 my-favorites own-it library audio read-in-2015 shelfari-favorites kindle to-buy read-in-2014 ebook audio-books read-in-2013 read-in-2011 finished read-2015 adult book-club abandoned wish-list audible ebooks audio-book must-read recommended did-not-finish history nonfiction non-fiction historical to-read-non-fiction didn-t-finish memoir memoirs biography autobiography war survival historical-fiction bookclub american kindle-books wwii inspirational book-club-books book-group japan asia christian american-history military military-history historical-non-fiction history-biography book-club-reads read-in-2012 biographies sports biography-memoir world-war-ii ww2 memoir-biography world-war-2 biographies-memoirs biography-autobiography biographical bio true-story adult-nonfiction read-2014 2015-reading-challenge adult-non-fiction listened-to running world-war-ll louis-zamperini laura-hillenbrand japanese-prison-camp-experiences unbroken ww-ii pow historical-nonfiction
145,976,Deception Point,Dan Brown,2001.0,to-read fantasy favorites currently-reading fiction books-i-own owned favourites owned-books adventure default my-books i-own audiobook novels audiobooks my-library english books mystery own-it library novel kindle ebook contemporary action finished sci-fi science-fiction adult adult-fiction ebooks paperback action-adventure general-fiction contemporary-fiction american روايات drama crime thriller suspense mystery-thriller mysteries mystery-suspense dan-brown thrillers conspiracy suspense-thriller crime-mystery crime-thriller thriller-mystery brown-dan brown general
146,17333223,The Goldfinch,Donna Tartt,2013.0,to-read favorites currently-reading fiction books-i-own owned favourites owned-books all-time-favorites default my-books i-own audiobook favorite-books novels audiobooks my-library english read-in-2016 mystery own-it library audio novel read-in-2015 kindle to-buy read-in-2014 ebook contemporary coming-of-age audio-books read-in-2013 finished read-2016 friendship read-2015 adult book-club adult-fiction literature abandoned wish-list audible ebooks audio-book unfinished recommended did-not-finish to-read-fiction dnf on-hold didn-t-finish usa gave-up-on tbr realistic-fiction general-fiction pulitzer pulitzer-prize pulitzer-prize-winners literary-fiction bookclub pulitzer-winners pulitzers art contemporary-fiction american american-literature e-book literary never-finished couldn-t-finish drama family gave-up crime new-york book-club-books book-group modern-fiction 21st-century book-club-reads female-authors 2014-books maybe nyc new-york-city read-2014 2015-reading-challenge stopped-reading dysfunctional-families 2014-reads could-not-finish donna-tartt listened-to 2015-reads books-read-in-2014 2014-read art-theft
147,1217100,Thirteen Reasons Why,Jay Asher,2007.0,to-read favorites young-adult fiction books-i-own owned ya favourites owned-books re-read all-time-favorites my-books reread i-own audiobook 5-stars favorite-books novels favorite audiobooks my-library teen english books read-in-2016 ya-fiction my-favorites own-it library audio young-adult-fiction faves read-in-2015 made-me-cry shelfari-favorites kindle romance to-buy read-in-2014 ebook contemporary read-in-english coming-of-age read-in-2017 on-my-shelf my-bookshelf have audio-books read-in-2013 read-in-2011 finished ya-books borrowed books-i-have ya-lit friendship book-club wish-list ebooks must-read dnf realistic-fiction school realistic contemporary-fiction e-books e-book drama thriller suspense dark psychology high-school 4-stars stand-alone love read-in-2012 mental-health death want-to-read sad teen-fiction thought-provoking maybe read-in-2010 library-books ya-contemporary read-2017 mental-illness read-2014 reviewed suicide stand-alones 2014-reads bullying standalone 3-stars 2017-reads depression jay-asher
148,2865,Girl with a Pearl Earring,Tracy Chevalier,1999.0,to-read favorites currently-reading young-adult fiction books-i-own owned favourites owned-books default my-books classics i-own audiobook novels audiobooks my-library own-it library audio novel romance to-buy contemporary classic adult book-club adult-fiction literature 20th-century history historical europe movies school general-fiction historical-fiction literary-fiction bookclub art contemporary-fiction american drama book-club-books book-group chick-lit historical-romance fiction-historical historic-fiction 17th-century art-history netherlands art-fiction tracy-chevalier
149,4374400,"If I Stay (If I Stay, #1)",Gayle Forman,2009.0,to-read fantasy favorites currently-reading young-adult fiction books-i-own owned ya series favourites owned-books all-time-favorites my-books i-own audiobook 5-stars favorite-books novels favorite audiobooks paranormal my-library teen english books read-in-2016 ya-fiction own-it library audio young-adult-fiction read-in-2015 made-me-cry kindle romance to-buy read-in-2014 ebook contemporary read-in-english coming-of-age on-my-shelf my-bookshelf bookshelf have audio-books read-in-2013 read-in-2011 ya-books borrowed books-i-have ya-lit friendship read-2015 book-club wish-list ebooks audio-book must-read dnf tbr realistic-fiction realistic contemporary-fiction e-books e-book drama family music high-school tragedy 4-stars chick-lit love book-to-movie read-in-2012 death want-to-read sad contemporary-romance teen-fiction 2014-books summer-2014 maybe ya-contemporary grief read-2014 tear-jerker reviewed books-that-made-me-cry 2014-reads 3-stars ya-romance finished-series 2015-reads if-i-stay gayle-forman books-read-in-2014 2014-read
150,4989,The Red Tent,Anita Diamant,1997.0,to-read favorites currently-reading fiction owned owned-books re-read default my-books i-own favorite-books favorite audiobooks my-library my-favorites own-it shelfari-favorites to-buy contemporary rory-gilmore-reading-challenge book-club literature abandoned did-not-finish history didn-t-finish historical-fiction contemporary-fiction drama rory-gilmore-challenge rory-gilmore jewish book-group christian religious book-club-reads judaism middle-east feminist historicalfiction
151,28186,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,2006.0,to-read fantasy favorites currently-reading young-adult fiction books-i-own owned ya series favourites magic childrens owned-books re-read adventure children children-s sci-fi-fantasy childhood all-time-favorites default my-books reread i-own audiobook 5-stars children-s-books favorite-books kids novels fantasy-sci-fi favorite middle-grade audiobooks paranormal my-library ya-fantasy teen english urban-fantasy books read-in-2016 supernatural ya-fiction my-favorites own-it childrens-books library audio young-adult-fiction favorite-series read-in-2015 juvenile kindle youth romance to-buy read-in-2014 kids-books ebook contemporary read-in-english read-in-2017 on-my-shelf my-bookshelf bookshelf have action read-in-2013 read-in-2011 juvenile-fiction finished borrowed books-i-have middle-school read-2016 friendship read-2015 humor funny ebooks mythology action-adventure 4-stars read-in-2012 greek greek-mythology myth gods read-in-2010 read-2013 read-2014 percy-jackson rick-riordan percy-jackson-and-the-olympians percy-jackson-series riordan male-pov percy
152,5526,Dear John,Nicholas Sparks,2006.0,to-read favorites currently-reading young-adult fiction books-i-own owned favourites owned-books default my-books i-own novels my-library books library novel made-me-cry kindle romance to-buy ebook contemporary have movie borrowed books-i-have adult book-club adult-fiction movies realistic-fiction contemporary-fiction drama chick-lit stand-alone love book-to-movie romantic nicholas-sparks sparks contemporary-romance love-story love-stories chic-lit sparks-nicholas books-to-movies read-in-2010 tear-jerker dear-john
153,1582996,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,2008.0,to-read fantasy favorites currently-reading young-adult fiction books-i-own owned ya series favourites magic owned-books re-read adventure sci-fi-fantasy all-time-favorites default my-books reread i-own audiobook 5-stars favorite-books fantasy-sci-fi favorite audiobooks paranormal my-library ya-fantasy teen witches urban-fantasy books read-in-2016 supernatural re-reads ya-fiction my-favorites own-it library audio young-adult-fiction faves favorite-series read-in-2015 kindle romance favourite to-buy read-in-2014 ebook contemporary read-in-english read-in-2017 on-my-shelf my-bookshelf bookshelf have action read-in-2013 read-in-2011 finished young-adult-fantasy ya-books borrowed sci-fi books-i-have read-2016 werewolves ebooks tbr dystopian 4-stars love read-in-2012 fairies faeries lgbt teen-fiction paranormal-romance read-2013 read-2014 vampires vampire 2013-reads paranormal-fantasy demons angels fae on-my-bookshelf ya-paranormal fantasy-paranormal love-triangle angels-demons cassandra-clare the-mortal-instruments mortal-instruments shadowhunters angels-and-demons
